,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
4267,27.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
4268,48.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Parda,Centro-Oeste
4269,26.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
4270,23.0,Masculino,Mato Grosso do Sul (MS),Outra opção,Pleno,10000.0,de 3 a 4 anos,Branca,Centro-Oeste
4271,51.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca,Sudeste
4272,40.0,Feminino,Santa Catarina (SC),,,,,Branca,
4273,30.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4274,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca,Sudeste
4275,32.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4276,30.0,Masculino,São Paulo (SP),Outra opção,Sênior,7000.0,Até 2 anos,Branca,Sudeste
4277,23.0,Masculino,Mato Grosso (MT),Analista de Dados,Pleno,10000.0,Até 2 anos,Parda,Centro-Oeste
4278,29.0,Feminino,Bahia (BA),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,Nordeste
4279,21.0,Masculino,Distrito Federal (DF),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Centro-Oeste
4280,31.0,Feminino,Minas Gerais (MG),,,,,Parda,Sudeste
4281,18.0,Feminino,Paraná (PR),,,,,Branca,
4282,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda,Sudeste
4283,41.0,Feminino,Bahia (BA),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Parda,Nordeste
4284,27.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
4285,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
4286,39.0,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4287,31.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,
4288,,,,,,,,,Desconhecida
4289,29.0,Masculino,Mato Grosso do Sul (MS),Analista de BI,Pleno,7000.0,Até 2 anos,Parda,Centro-Oeste
4290,26.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4291,27.0,Masculino,Pará (PA),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Norte
4292,29.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Preta,Sudeste
4293,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4294,28.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4295,25.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
4296,25.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,27500.0,de 3 a 4 anos,Parda,Sudeste
4297,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Amarela,Sudeste
4298,27.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Nordeste
4299,27.0,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,
4300,61.0,Feminino,,,,,,Preta,Desconhecida
4301,50.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,de 7 a 10 anos,Branca,
4302,33.0,Masculino,Rio Grande do Sul (RS),,,18000.0,de 4 a 6 anos,Branca,
4303,53.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca,Sudeste
4304,38.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
4305,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4306,36.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4307,38.0,Feminino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Branca,
4308,36.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4309,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
4310,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
4311,32.0,Feminino,Rio de Janeiro (RJ),Outra opção,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
4312,22.0,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Parda,Sudeste
4313,,,,,,,,,Desconhecida
4314,35.0,Feminino,São Paulo (SP),,,,,Parda,Sudeste
4315,29.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Preta,Nordeste
4316,37.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4317,28.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,35000.0,de 3 a 4 anos,Branca,Sudeste
4318,20.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca,Sudeste
4319,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda,Sudeste
4320,27.0,Feminino,Goiás (GO),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Centro-Oeste
4321,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda,Sudeste
4322,22.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,
4323,33.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4324,26.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4325,28.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,2500.0,Até 2 anos,Branca,Nordeste
4326,26.0,Feminino,Paraíba (PB),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Branca,Nordeste
4327,34.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 7 a 10 anos,Branca,Sudeste
4328,30.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4329,31.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,
4330,28.0,Masculino,Goiás (GO),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca,Centro-Oeste
4331,27.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
4332,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Amarela,Sudeste
4333,29.0,Masculino,Pernambuco (PE),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca,Nordeste
4334,29.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca,
4335,24.0,Feminino,Pernambuco (PE),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca,Nordeste
4336,32.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,de 3 a 4 anos,Branca,Sudeste
4337,24.0,Feminino,Mato Grosso (MT),Analista de BI,Júnior,2500.0,Até 2 anos,Amarela,Centro-Oeste
4338,42.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,
4339,43.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4340,37.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4341,21.0,Feminino,Goiás (GO),Cientista de dados,Júnior,2500.0,Até 2 anos,Não informado,Centro-Oeste
4342,40.0,Masculino,Rio Grande do Sul (RS),,,22500.0,Mais de 10 anos,Branca,
4343,33.0,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
4344,39.0,Feminino,Distrito Federal (DF),Engenheiro de dados,Sênior,27500.0,de 4 a 6 anos,Branca,Centro-Oeste
4345,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
4346,27.0,Feminino,Distrito Federal (DF),Cientista de dados,Pleno,7000.0,Até 2 anos,Preta,Centro-Oeste
4347,23.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4348,31.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
4349,43.0,Masculino,Ceará (CE),Outra opção,Sênior,10000.0,de 4 a 6 anos,Parda,Nordeste
4350,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
4351,25.0,Masculino,Santa Catarina (SC),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,
4352,28.0,Masculino,Mato Grosso do Sul (MS),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Centro-Oeste
4353,36.0,Feminino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
4354,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4355,38.0,Masculino,São Paulo (SP),,,35000.0,de 7 a 10 anos,Parda,Sudeste
4356,24.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,Até 2 anos,Branca,Sudeste
4357,31.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4358,30.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
4359,30.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
4360,45.0,Masculino,Ceará (CE),,,,,Parda,Nordeste
4361,20.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4362,32.0,Masculino,Mato Grosso do Sul (MS),Analista de BI,Pleno,2500.0,Até 2 anos,Parda,Centro-Oeste
4363,27.0,Masculino,Ceará (CE),Analista de Dados,Pleno,3500.0,Até 2 anos,Parda,Nordeste
4364,34.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca,
4365,42.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Branca,Centro-Oeste
4366,24.0,Masculino,Pará (PA),Engenheiro de dados,Júnior,1500.0,Até 2 anos,Branca,Norte
4367,39.0,Masculino,São Paulo (SP),Outra opção,Sênior,18000.0,Mais de 10 anos,Parda,Sudeste
4368,23.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,
4369,,,,,,,,,Desconhecida
4370,24.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,
4371,28.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Branca,Sudeste
4372,51.0,Masculino,São Paulo (SP),Outra opção,Sênior,10000.0,Mais de 10 anos,Parda,Sudeste
4373,28.0,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
4374,24.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda,Sudeste
4375,32.0,Feminino,Amazonas (AM),Outra opção,Sênior,7000.0,de 3 a 4 anos,Branca,Norte
4376,36.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4377,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,
4378,28.0,Masculino,Paraná (PR),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,
4379,21.0,Feminino,Paraná (PR),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,
4380,30.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4381,20.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Indígena,Sudeste
4382,52.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4383,29.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4384,28.0,Feminino,Espírito Santo (ES),Cientista de dados,Júnior,10000.0,Até 2 anos,Parda,Sudeste
4385,26.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4386,30.0,Feminino,São Paulo (SP),,,,,Parda,Sudeste
4387,34.0,Masculino,,,,27500.0,de 4 a 6 anos,Branca,Desconhecida
4388,27.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca,
4389,23.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4390,32.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Preta,Sudeste
4391,34.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,5000.0,Até 2 anos,Preta,Sudeste
4392,29.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda,Nordeste
4393,42.0,Masculino,Pernambuco (PE),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Preta,Nordeste
4394,31.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 4 a 6 anos,Parda,Sudeste
4395,44.0,Masculino,,,,35000.0,Mais de 10 anos,Branca,Desconhecida
4396,30.0,Feminino,Paraná (PR),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,
4397,40.0,Masculino,Minas Gerais (MG),Outra opção,Júnior,7000.0,Até 2 anos,Branca,Sudeste
4398,41.0,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Branca,Sudeste
4399,37.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
4400,29.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4401,45.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca,Sudeste
4402,32.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
4403,21.0,Masculino,Paraná (PR),Analista de Dados,Pleno,1500.0,Até 2 anos,Branca,
4404,30.0,Masculino,Rio Grande do Sul (RS),,,14000.0,Mais de 10 anos,Branca,
4405,35.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
4406,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
4407,29.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,Até 2 anos,Preta,
4408,29.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
4409,28.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,5000.0,de 4 a 6 anos,Branca,Sudeste
4410,30.0,Masculino,São Paulo (SP),,,40000.0,de 4 a 6 anos,Branca,Sudeste
4411,20.0,Feminino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Sudeste
4412,39.0,Masculino,Ceará (CE),Outra opção,Sênior,14000.0,Até 2 anos,Parda,Nordeste
4413,37.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sudeste
4414,22.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4415,33.0,Feminino,,Analista de Dados,Júnior,1500.0,Até 2 anos,Parda,Desconhecida
4416,26.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
4417,,,,,,,,,Desconhecida
4418,34.0,Masculino,Rio Grande do Norte (RN),Analista de Dados,Pleno,2500.0,de 3 a 4 anos,Preta,Nordeste
4419,30.0,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Parda,Centro-Oeste
4420,51.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
4421,26.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,
4422,27.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
4423,49.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4424,27.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4425,38.0,Masculino,Amazonas (AM),,,27500.0,de 4 a 6 anos,Branca,Norte
4426,49.0,Masculino,São Paulo (SP),,,14000.0,Até 2 anos,Branca,Sudeste
4427,24.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
4428,36.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,Sudeste
4429,36.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4430,24.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4431,24.0,Masculino,Goiás (GO),Analista de BI,Júnior,3500.0,Até 2 anos,Parda,Centro-Oeste
4432,,,,,,,,,Desconhecida
4433,25.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
4434,32.0,Feminino,Rio de Janeiro (RJ),Outra opção,Sênior,5000.0,Até 2 anos,Branca,Sudeste
4435,28.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sudeste
4436,26.0,Masculino,Bahia (BA),,,,,Parda,Nordeste
4437,25.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Parda,Sudeste
4438,33.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4439,28.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda,Sudeste
4440,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
4441,43.0,Masculino,Mato Grosso do Sul (MS),,,14000.0,de 7 a 10 anos,Branca,Centro-Oeste
4442,22.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
4443,54.0,Feminino,Rio de Janeiro (RJ),Outra opção,Pleno,27500.0,Até 2 anos,Parda,Sudeste
4444,32.0,Masculino,Ceará (CE),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Nordeste
4445,28.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
4446,20.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4447,34.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca,Sudeste
4448,30.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,18000.0,Até 2 anos,Branca,Sudeste
4449,42.0,Masculino,Paraná (PR),Outra opção,Sênior,27500.0,de 7 a 10 anos,Branca,
4450,28.0,Feminino,,Cientista de dados,Júnior,5000.0,Até 2 anos,Parda,Desconhecida
4451,48.0,Feminino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Parda,Sudeste
4452,50.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,
4453,30.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4454,19.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Branca,
4455,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4456,22.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4457,38.0,Masculino,Paraná (PR),,,18000.0,de 7 a 10 anos,Branca,
4458,31.0,Masculino,Rio Grande do Sul (RS),,,5000.0,Até 2 anos,Branca,
4459,42.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca,Sudeste
4460,29.0,Masculino,Alagoas (AL),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Nordeste
4461,41.0,Masculino,Rio Grande do Sul (RS),,,14000.0,Mais de 10 anos,Branca,
4462,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
4463,32.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
4464,24.0,Masculino,Paraná (PR),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,
4465,35.0,Feminino,Espírito Santo (ES),,,,,Branca,Sudeste
4466,24.0,Masculino,Pernambuco (PE),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Nordeste
4467,24.0,Masculino,Santa Catarina (SC),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,
4468,34.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,10000.0,Mais de 10 anos,Branca,Sudeste
4469,25.0,Feminino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca,
4470,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Parda,Sudeste
4471,21.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
4472,43.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
4473,,,,,,,,,Desconhecida
4474,33.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sudeste
4475,34.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Branca,
4476,22.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
4477,32.0,Masculino,Distrito Federal (DF),,,18000.0,de 7 a 10 anos,Branca,Centro-Oeste
4478,30.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda,Sudeste
4479,,,,,,,,,Desconhecida
4480,30.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
4481,43.0,Masculino,Goiás (GO),,,35000.0,Mais de 10 anos,Branca,Centro-Oeste
4482,40.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Parda,Sudeste
4483,32.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
4484,27.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4485,44.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca,Sudeste
4486,45.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4487,32.0,Masculino,Distrito Federal (DF),,,14000.0,de 4 a 6 anos,Branca,Centro-Oeste
4488,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Preta,Sudeste
4489,35.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
4490,25.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Parda,Sudeste
4491,25.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,
4492,30.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
4493,25.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Parda,Sudeste
4494,33.0,Masculino,Santa Catarina (SC),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,
4495,,,,,,,,,Desconhecida
4496,26.0,Masculino,Ceará (CE),Analista de Dados,Júnior,3500.0,de 3 a 4 anos,Preta,Nordeste
4497,28.0,Masculino,Pará (PA),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda,Norte
4498,36.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Sênior,5000.0,Até 2 anos,Branca,Nordeste
4499,41.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,14000.0,de 3 a 4 anos,Branca,
4500,44.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Mais de 10 anos,Parda,Sudeste
4501,43.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,35000.0,de 7 a 10 anos,Branca,Sudeste
4502,52.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,10000.0,Mais de 10 anos,Preta,Centro-Oeste
4503,51.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,
4504,23.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
4505,48.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
4506,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4507,30.0,Feminino,Distrito Federal (DF),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda,Centro-Oeste
4508,27.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca,Sudeste
4509,30.0,Feminino,Rio Grande do Norte (RN),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Nordeste
4510,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,35000.0,de 4 a 6 anos,Branca,Sudeste
4511,29.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
4512,34.0,Masculino,Paraná (PR),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,
4513,33.0,Masculino,Ceará (CE),,,,,Parda,Nordeste
4514,29.0,Feminino,Pernambuco (PE),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Nordeste
4515,21.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4516,29.0,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Branca,Sudeste
4517,41.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
4518,20.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4519,23.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sudeste
4520,25.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
4521,29.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
4522,33.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca,Sudeste
4523,23.0,Masculino,Amazonas (AM),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca,Norte
4524,39.0,Masculino,,Analista de BI,Sênior,27500.0,Mais de 10 anos,Parda,Desconhecida
